z,m1_Msun,m2_Msun,t_c_yr,psi_rad
0.8118520461145726,9.831167172478164,5.5742993450162635,0.329390372067519,1.7828560506331168
0.658231406976659,10.22648009383038,6.209699050123392,3.8005436589573236,0.20811476316547256
0.4135301193657248,9.995651538538135,3.3239950591163403,0.7327024496771578,0.051915630678083136
0.726003632807913,6.284847940559805,5.844557737811432,3.435781122943466,0.3462390953853808
0.9948966472767937,10.175822893296823,10.079676701978281,0.30486189949045006,1.0253205497782258
0.7356035358887658,12.403033394950816,11.277848339272072,3.3283855460789447,2.3800852325520214
0.6536632576912411,8.352261289113626,5.413842532055285,3.220249316202488,3.059802958805781
0.7329461991979247,12.438793754794933,11.8530370113102,4.7820614358558675,2.1045126522543542
0.8557855562682335,6.07976678646047,5.393468714890578,2.139489355921324,3.0517972656707593
0.9234141034907112,9.673380203055737,6.5546849183418665,0.4074735606769553,2.4075085512924104
0.8345292933550714,10.574563840922611,5.880112226482209,3.5752739814020558,0.029508864756274088
0.8540524468995082,10.621247376430631,7.376025697521297,1.1690375823957506,1.8545354212781133
0.9412018840275655,6.805765224992452,6.389090488516379,2.7129156064995845,0.2641531851944438
0.6267950051507685,16.73080199329525,15.924207967930966,3.513155654759758,2.1532559151942112
0.8499486246547191,10.159482861829021,10.094700654159253,0.9310930252742322,1.939392297562235
0.993527297845626,9.813582784608952,5.050309703209124,3.5103005683336477,2.988862434849369
0.8219388191290551,9.680036720322905,5.380092362854674,3.1614320764160198,1.6821597669093133
0.6631096334089618,5.062278885053351,3.1818344171334485,4.181201480191778,2.324006672844999
0.9527648068920447,9.919069338927256,4.58300102824672,1.2070049596343262,0.09695358849296935
0.5496741666264978,10.326111100898581,4.222031313908666,3.941619433214255,0.9445903675504719
0.5185968635427667,6.4639609109658736,5.51009037333333,4.460720272683555,2.8575119464328878
0.45750440687355903,37.631905552799665,37.54573441226108,0.9629322641699978,2.6577965663620793
0.7023378157859461,10.44228858694007,9.223492185758246,0.004841598461076679,0.9416764572886206
0.9046236988445135,16.930250492406735,10.032530869162079,4.264786298200231,0.003818974509048528
0.8997306078501486,10.15346481519387,3.8438779689377784,2.6673135355633293,2.772671192550105
0.4445640291546918,10.286735622013591,7.917477650566001,2.9229534028236226,2.310265022011389
0.7606243643798345,9.566573690732639,6.678327465494465,2.802467283745387,1.689856091106414
0.633536487591872,10.626781017424863,10.204279639256661,0.5050089452989198,0.8292165068603399
0.974065422815657,10.264298348147527,7.067395271086959,1.8279188794236423,2.418862348449885
0.872781769516344,9.787256048028112,3.292353395356322,3.427525658684919,1.7552448357684483
0.601932336285459,10.197976833999713,7.66723276474292,3.7349791346135888,2.797558957126291
0.35304918247509337,10.237463885421683,8.84376249378903,2.8816053040685192,1.3986195778717458
